,id,game_id,value,external_popularity_source
596,1172,2021,3.7806111358e-05,IGDB
597,92481,2021,0.000110013767437,IGDB
598,3574656,2021,4.9558552227e-05,Steam
599,2475986,2021,9.501354036e-06,Steam
600,3574988,2021,4.6307226881e-05,Steam
601,617119,2021,2.598995097e-05,Steam
602,4652628,2021,4.1889258108e-05,Steam
603,4623039,2021,4.7980722e-08,Twitch
604,4674369,2021,7.41493219e-06,IGDB
605,3495384,2021,6.4002497658e-05,IGDB
606,1193,2064,0.000103966806234,IGDB
607,2475627,2064,2.049311655e-06,Steam
608,92516,2064,0.000176022027899,IGDB
609,3573937,2064,0.000135872613107,Steam
610,3574254,2064,0.000123219556602,Steam
611,616278,2064,4.4151603455e-05,Steam
612,937201,2064,7.2580668786e-05,Steam
613,3852820,2064,0.0,Twitch
614,3875592,2064,5.1904525333e-05,IGDB
615,3495416,2064,8.1173899469e-05,IGDB
616,1208,2130,0.000113418334074,IGDB
617,3573821,2130,0.00014830818511,Steam
618,2475588,2130,1.490408476e-06,Steam
619,3574137,2130,0.000134184405255,Steam
620,615784,2130,4.5926017778e-05,Steam
621,4585071,2130,1.4874023736e-05,Twitch
622,92542,2130,0.000146161148167,IGDB
623,4064024,2130,2.2244796571e-05,IGDB
624,3495433,2130,0.000103028410865,IGDB
625,2476404,2248,1.8630106e-07,Steam
626,3575849,2248,1.8711517827e-05,Steam
627,3575537,2248,1.7972700437e-05,Steam
628,620796,2248,2.3328329485e-05,Steam
629,92637,2248,2.9860879733e-05,IGDB
630,3495544,2248,2.3415547924e-05,IGDB
631,4717882,2248,3.707466095e-06,IGDB
632,1290,2291,8.5063750555e-05,IGDB
633,3575353,2291,7.2533876995e-05,Steam
634,3575665,2291,6.6717828281e-05,Steam
635,2476313,2291,3.72602119e-07,Steam
636,619129,2291,3.0373798121e-05,Steam
637,92679,2291,0.000153233461788,IGDB
