id,game_id,value,external_popularity_source
4745269,10511,3.738890821e-06,IGDB
4088682,10511,1.559721746e-06,IGDB
2486831,10511,0.0,Steam
3596942,10511,1.047998302e-06,Steam
3596720,10511,6.01723249e-07,Steam
658853,10511,3.775178788e-06,Steam
3841972,10515,3.924480438e-06,IGDB
3596429,10515,1.588549377e-06,Steam
3045412,10515,0.0,Steam
3054662,10515,6.962018024e-06,Steam
3596642,10515,2.344206727e-06,Steam
3871923,10967,1.559721746e-06,IGDB
99639,10967,9.418753051e-06,IGDB
3596991,10967,4.460887507e-06,Steam
661101,10967,2.304329909e-06,Steam
3596767,10967,4.81378599e-06,Steam
2486842,10967,1.83175781e-07,Steam
661523,10983,9.31537623e-07,Steam
3501671,10983,6.238886983e-06,IGDB
99646,10983,3.924480438e-06,IGDB
3596995,10983,1.46018175e-06,Steam
