id,game_id,value,external_popularity_source
3496173,3035,0.000238637427083,IGDB
93320,3035,0.000710330959284,IGDB
3572239,3035,0.000333611415053,Steam
3851522,3035,1.609141907e-06,Twitch
3572494,3035,0.000310138549995,Steam
613710,3035,0.000166696206215,Steam
2474848,3035,3.846691397e-06,Steam
931643,3043,0.000213642425762,Steam
180180,3043,2.8316579357e-05,IGDB
3572403,3043,0.000124518745563,Steam
3496179,3043,5.4590261097e-05,IGDB
93327,3043,8.7908361812e-05,IGDB
2474677,3043,5.2021921745e-05,Steam
4579109,3043,5.570106599e-06,Twitch
3876071,3043,1.4955563283e-05,IGDB
3572147,3043,0.000134930421297,Steam
613674,3043,6.0893143564e-05,Steam
930790,3070,0.000250434401194,Steam
3876086,3070,0.000392583536168,IGDB
1581,3070,0.001198735192789,IGDB
3496206,3070,0.000126337461397,IGDB
93351,3070,0.000397942316417,IGDB
2474377,3070,0.003165460667855,Steam
4578320,3070,0.000811296341224,Twitch
612007,3070,0.001123924656256,Steam
3571514,3070,0.006775243321237,Steam
3571691,3070,0.005980512623267,Steam
934303,3075,0.000189464841906,Steam
3876088,3075,4.1127799027e-05,IGDB
1585,3075,0.000103827457643,IGDB
3496211,3075,0.000134136070125,IGDB
93357,3075,0.000318667811568,IGDB
2474584,3075,0.000286853272719,Steam
3572111,3075,0.00051746295083,Steam
4578992,3075,0.000802425430714,Twitch
3571855,3075,0.000574132232038,Steam
612873,3075,0.000171157781146,Steam
613190,3076,7.2218679928e-05,Steam
3496212,3076,6.3948591571e-05,IGDB
93359,3076,6.3576583096e-05,IGDB
3572019,3076,0.000105678648431,Steam
3572275,3076,0.000100973257407,Steam
4822843,3076,0.0,Twitch
2474688,3076,2.930812493e-06,Steam
3876093,3084,6.3561143951e-05,IGDB
1592,3084,0.000226532634858,IGDB
3496222,3084,8.2665252519e-05,IGDB
93371,3084,0.000127153166192,IGDB
3571962,3084,0.0005130227475,Steam
613206,3084,0.00041948610011,Steam
4579567,3084,3.4287100623e-05,Twitch
3571709,3084,0.000528329058344,Steam
2474509,3084,7.418619122e-05,Steam
932108,3102,0.000249327875617,Steam
3876102,3102,0.000130861178723,IGDB
1609,3102,0.000339798952287,IGDB
3496233,3102,0.000155972174564,IGDB
93385,3102,0.000198578710165,IGDB
